model,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,best_cv_f1_macro
XGBoost,0.9020172910662824,0.9019552154662707,0.9010498748083169,0.9012335315628809,0.9024115251267618,0.9020172910662824,0.9019396251828308,0.8987306637603402
