model,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,test_loss
CNN,0.760806916426513,0.7597573947088511,0.754947461990955,0.7567774371040052,0.7606197501331942,0.760806916426513,0.7601629492984815,0.6032900810241699
